member_id,cutoff_date,churned_90d,r_days_since_last_txn,r_days_since_first_txn,r_days_since_last_redemption,f_txn_lifetime,f_txn_90d,f_txn_180d,f_txn_365d,f_active_months_12m,f_avg_days_between_txn,m_spend_lifetime,m_spend_90d,m_spend_365d,m_avg_basket,m_max_basket,t_txn_trend_90_vs_prior,t_spend_trend_90_vs_prior,rd_points_earned,rd_points_redeemed,rd_points_balance,rd_redemption_rate,rd_has_ever_redeemed,c_distinct_channels,c_distinct_brands,c_pct_app,c_pct_online,c_pct_in_store,tier,tier_rank,country,home_brand,p_age,p_tenure_days,dq_join_date_unusable,dq_profile_conflicted,dq_sign_error_txns,dq_points_imputed_txns,dq_amount_recovered_txns
M06639,2026-04-01,1,347,525,525,3,0,0,1,1,262.5,154.8,,29.53,51.6,101.59,1.0,1.0,284.0,100.0,184.0,0.3521,1,3,2,0.333,0.333,0.333,Gold,3,IN,PulseEats,55,598,0,0,0,0,0
M06650,2026-04-01,1,145,696,,3,0,1,2,2,348.0,200.58,,168.15,66.86,136.63,0.5,0.007,351.0,0.0,351.0,0.0,0,2,1,0.667,0.333,0.0,Silver,2,US,PulseEats,36,832,0,0,0,0,0
M06746,2026-04-01,1,69,313,,8,2,4,8,6,44.7,771.83,197.34,771.83,96.48,282.69,1.0,1.484,1529.0,0.0,1529.0,0.0,0,3,2,0.375,0.25,0.375,Bronze,1,US,PulseHome,40,327,0,0,0,0,0
M06765,2026-04-01,1,29,378,,4,1,2,3,3,126.0,392.26,57.93,257.3,98.07,134.96,1.0,0.623,785.0,0.0,785.0,0.0,0,3,1,0.25,0.25,0.5,Gold,3,IN,PulseHome,41,413,0,0,0,0,0
M06781,2026-04-01,1,241,699,320,3,0,0,2,2,349.5,394.22,,165.49,131.41,228.73,1.0,1.0,907.0,200.0,707.0,0.2205,1,2,1,0.667,0.0,0.333,Gold,3,SG,PulseMart,47,826,0,0,0,0,0
M06831,2026-04-01,1,5,31,,2,2,2,2,1,31.0,94.15,94.15,94.15,47.08,60.3,3.0,95.15,217.0,0.0,217.0,0.0,0,1,1,0.0,1.0,0.0,Platinum,4,IN,PulseMart,28,176,0,0,0,0,0
M06927,2026-04-01,1,82,409,373,6,1,2,4,4,81.8,365.12,158.56,317.68,60.85,158.56,1.0,2.123,837.0,77.0,760.0,0.092,1,3,2,0.5,0.333,0.167,Silver,2,IN,PulseMart,59,429,0,0,0,0,0
M07021,2026-04-01,1,302,799,799,5,0,0,1,1,199.8,284.11,,41.33,56.82,143.09,1.0,1.0,579.0,76.0,503.0,0.1313,1,2,2,0.0,0.6,0.4,Gold,3,SG,PulseHome,21,1051,0,0,0,0,0
M07092,2026-04-01,1,37,688,,6,1,1,2,2,137.6,470.81,56.92,85.16,78.47,202.19,2.0,57.92,1048.0,0.0,1048.0,0.0,0,3,2,0.5,0.167,0.333,Platinum,4,SG,PulseMart,58,992,0,0,1,1,0
M07156,2026-04-01,1,214,1097,1097,3,0,0,1,1,548.5,159.18,,38.94,53.06,65.0,1.0,1.0,337.0,150.0,187.0,0.4451,1,2,2,0.667,0.333,0.0,Platinum,4,US,PulseMart,20,1243,0,0,0,0,0
M07168,2026-04-01,1,228,1440,228,6,0,0,1,1,288.0,355.09,,25.12,59.18,129.25,1.0,1.0,644.0,144.0,500.0,0.2236,1,3,3,0.167,0.667,0.167,Gold,3,US,PulseEats,37,1531,0,0,0,0,0
M07200,2026-04-01,1,95,876,270,8,0,2,6,5,125.1,432.74,,293.02,54.09,83.44,0.333,0.009,784.0,217.0,567.0,0.2768,1,3,2,0.125,0.375,0.5,Gold,3,US,PulseEats,22,927,0,0,0,0,0
M07224,2026-04-01,1,103,766,103,7,0,1,4,3,127.7,298.29,,159.19,42.61,73.43,0.5,0.043,686.0,232.0,454.0,0.3382,1,2,1,0.286,0.714,0.0,Silver,2,IN,PulseMart,56,1115,0,0,0,0,0
M07226,2026-04-01,1,141,1470,652,6,0,1,1,1,294.0,343.71,,74.11,57.29,78.85,0.5,0.013,789.0,190.0,599.0,0.2408,1,3,1,0.167,0.5,0.333,Bronze,1,IN,PulseMart,46,1497,0,0,1,0,0
M07239,2026-04-01,1,72,537,,4,1,2,2,2,179.0,206.72,86.87,124.38,51.68,86.87,1.0,2.282,475.0,0.0,475.0,0.0,0,3,1,0.5,0.25,0.25,Silver,2,SG,PulseMart,40,1454,0,0,0,0,0
M07263,2026-04-01,1,73,156,73,3,1,3,3,3,78.0,213.61,98.84,213.61,71.2,98.84,0.667,0.862,374.0,212.0,162.0,0.5668,1,3,1,0.333,0.333,0.333,Bronze,1,AE,PulseEats,28,192,0,0,0,0,0
M07271,2026-04-01,1,30,238,,4,1,3,4,3,79.3,253.79,88.86,253.79,63.45,106.24,0.667,1.505,525.0,0.0,525.0,0.0,0,2,2,0.0,0.75,0.25,Bronze,1,GB,PulseHome,29,297,0,0,0,0,0
M07276,2026-04-01,1,49,298,,2,1,1,2,2,298.0,196.0,148.94,196.0,98.0,148.94,2.0,149.94,451.0,0.0,451.0,0.0,0,2,1,0.5,0.0,0.5,Platinum,4,IN,PulseMart,42,667,0,0,0,1,0
M07289,2026-04-01,1,300,744,744,4,0,0,2,2,248.0,325.67,,122.23,81.42,153.78,1.0,1.0,673.0,50.0,623.0,0.0743,1,2,2,0.5,0.0,0.5,Silver,2,IN,PulseHome,54,1193,0,0,0,0,0
M07290,2026-04-01,1,132,356,,2,0,1,2,2,356.0,113.31,,113.31,56.66,62.02,0.5,0.019,199.0,0.0,199.0,0.0,0,1,1,1.0,0.0,0.0,Platinum,4,IN,PulseEats,25,468,0,0,0,0,0
M07360,2026-04-01,1,266,425,,2,0,0,1,1,425.0,100.9,,64.07,50.45,64.07,1.0,1.0,202.0,0.0,202.0,0.0,0,2,1,0.5,0.0,0.5,Silver,2,IN,PulseHome,52,695,0,0,0,0,0
M07371,2026-04-01,1,41,1292,477,12,1,3,4,4,117.5,714.87,44.81,270.87,59.57,145.83,0.667,0.252,1594.0,309.0,1285.0,0.1939,1,2,2,0.5,0.0,0.5,Silver,2,IN,PulseMart,53,1309,0,0,0,0,0
M07432,2026-04-01,1,294,994,994,4,0,0,1,1,331.3,270.37,,27.34,67.59,134.65,1.0,1.0,474.0,100.0,374.0,0.211,1,2,1,0.25,0.75,0.0,Silver,2,US,PulseEats,30,1037,0,0,0,0,0
M07450,2026-04-01,1,34,135,,2,1,2,2,2,135.0,113.19,57.02,113.19,56.6,57.02,1.0,1.015,226.0,0.0,226.0,0.0,0,1,1,0.0,1.0,0.0,Gold,3,IN,PulseHome,23,177,0,0,0,0,0
M07460,2026-04-01,1,52,463,,2,1,1,1,1,463.0,223.82,148.7,148.7,111.91,148.7,2.0,149.7,433.0,0.0,433.0,0.0,0,1,2,1.0,0.0,0.0,Gold,3,GB,PulseEats,33,706,0,0,0,0,0
M07496,2026-04-01,1,34,506,132,5,1,3,4,3,126.5,284.13,77.3,268.47,56.83,129.51,0.667,1.25,654.0,79.0,575.0,0.1208,1,3,1,0.2,0.6,0.2,Silver,2,US,PulseMart,57,525,0,0,0,0,0
M07539,2026-04-01,1,5,516,5,2,1,1,1,1,516.0,67.28,39.13,39.13,33.64,39.13,2.0,40.13,134.0,78.0,56.0,0.5821,1,1,1,0.0,0.0,1.0,Bronze,1,IN,PulseHome,60,766,0,0,0,0,0
M07596,2026-04-01,1,343,645,343,5,0,0,1,1,161.3,390.18,,75.02,78.04,117.43,1.0,1.0,806.0,50.0,756.0,0.062,1,2,2,0.6,0.4,0.0,Silver,2,IN,PulseHome,45,1844,0,0,0,0,0
M07676,2026-04-01,1,113,514,256,5,0,1,2,2,128.5,186.02,,56.57,37.2,66.04,0.5,0.031,373.0,51.0,322.0,0.1367,1,2,3,0.2,0.0,0.8,Silver,2,IN,PulseHome,24,778,0,0,0,0,0
M07681,2026-04-01,1,363,1508,1508,4,0,0,1,1,502.7,189.31,,25.89,47.33,94.14,1.0,1.0,437.0,100.0,337.0,0.2288,1,3,1,0.25,0.25,0.5,Bronze,1,GB,PulseMart,33,1515,0,0,0,0,0
M07684,2026-04-01,1,141,955,955,5,0,1,2,2,238.8,287.73,,116.94,57.55,100.23,0.5,0.012,662.0,100.0,562.0,0.1511,1,3,1,0.2,0.6,0.2,Bronze,1,GB,PulseMart,57,1063,0,0,0,0,0
M07689,2026-04-01,1,11,502,29,8,2,3,6,5,71.7,487.67,164.94,338.19,60.96,127.79,1.5,6.281,1121.0,200.0,921.0,0.1784,1,3,1,0.5,0.375,0.125,Bronze,1,IN,PulseMart,43,590,0,0,0,0,0
M07692,2026-04-01,1,52,426,,5,1,4,4,3,106.5,363.75,81.47,235.58,72.75,128.17,0.5,0.532,836.0,0.0,836.0,0.0,0,3,1,0.2,0.6,0.2,Silver,2,US,PulseMart,32,427,0,0,0,1,0
M07701,2026-04-01,1,33,1361,143,5,1,2,2,2,340.3,251.87,14.62,59.55,50.37,90.67,1.0,0.34,555.0,153.0,402.0,0.2757,1,3,2,0.2,0.6,0.2,Silver,2,US,PulseMart,28,1509,0,0,0,0,0
M07706,2026-04-01,1,177,1443,227,8,0,1,2,2,206.1,301.04,,87.91,37.63,80.56,0.5,0.022,528.0,78.0,450.0,0.1477,1,3,1,0.5,0.375,0.125,Gold,3,GB,PulseEats,25,1459,0,0,0,0,0
M07850,2026-04-01,1,121,1543,,6,0,1,1,1,308.6,383.6,,39.51,63.93,74.43,0.5,0.025,671.0,0.0,671.0,0.0,0,3,1,0.5,0.167,0.333,Silver,2,IN,PulseEats,56,1815,0,0,0,0,0
M07857,2026-04-01,1,35,1459,174,8,1,3,3,2,208.4,303.56,37.88,82.73,37.95,74.58,0.667,0.848,599.0,57.0,542.0,0.0952,1,3,2,0.25,0.25,0.5,Silver,2,US,PulseHome,20,1752,0,0,0,0,0
M07900,2026-04-01,1,8,112,73,5,4,5,5,4,28.0,329.35,250.31,329.35,65.87,126.33,2.5,3.14,669.0,202.0,467.0,0.3019,1,2,2,0.0,0.6,0.4,Gold,3,SG,PulseHome,37,411,0,0,0,0,0
M07975,2026-04-01,1,327,1386,,4,0,0,1,1,462.0,118.75,,23.28,29.69,38.28,1.0,1.0,233.0,0.0,233.0,0.0,0,3,2,0.5,0.25,0.25,Bronze,1,IN,PulseHome,31,1857,0,0,0,0,0
M07993,2026-04-01,1,27,215,,5,1,3,5,4,53.8,312.83,43.19,312.83,62.57,175.64,0.667,0.577,719.0,0.0,719.0,0.0,0,2,1,0.0,0.8,0.2,Gold,3,US,PulseMart,23,269,0,0,0,0,0
M08008,2026-04-01,1,303,1462,,7,0,0,1,1,243.7,410.6,,53.3,58.66,127.87,1.0,1.0,719.0,0.0,719.0,0.0,0,3,1,0.714,0.143,0.143,Bronze,1,SG,PulseEats,39,1662,0,0,0,0,0
M08012,2026-04-01,1,241,1313,,4,0,0,2,2,437.7,192.44,,119.0,48.11,85.55,1.0,1.0,376.0,0.0,376.0,0.0,0,3,3,0.5,0.25,0.25,Gold,3,GB,PulseEats,61,1905,0,0,0,1,0
M08031,2026-04-01,1,53,1222,,6,1,2,2,2,244.4,432.19,25.0,32.93,72.03,232.93,1.0,2.912,757.0,0.0,757.0,0.0,0,3,1,0.5,0.333,0.167,Silver,2,IN,PulseEats,23,1442,0,0,0,0,0
M08096,2026-04-01,1,249,1029,,3,0,0,1,1,514.5,299.09,,42.84,99.7,152.19,1.0,1.0,688.0,0.0,688.0,0.0,0,1,1,0.0,0.0,1.0,Gold,3,US,PulseMart,57,1141,0,0,0,0,0
M08100,2026-04-01,1,241,1699,722,3,0,0,1,1,849.5,197.85,,39.21,65.95,109.43,1.0,1.0,407.0,50.0,357.0,0.1229,1,3,2,0.333,0.333,0.333,Bronze,1,US,PulseEats,20,1836,0,0,0,0,0
M08163,2026-04-01,1,104,500,,3,0,1,2,2,250.0,125.22,,75.21,41.74,50.01,0.5,0.035,273.0,0.0,273.0,0.0,0,2,2,0.667,0.0,0.333,Silver,2,SG,PulseMart,42,973,0,0,0,0,0
M08170,2026-04-01,1,9,1048,9,6,1,2,2,2,209.6,445.57,20.37,86.7,74.26,145.96,1.0,0.317,892.0,41.0,851.0,0.046,1,3,1,0.333,0.167,0.5,Bronze,1,US,PulseHome,55,1441,0,0,0,0,0
M08187,2026-04-01,1,71,650,71,4,1,1,2,2,216.7,192.12,48.14,108.02,48.03,59.88,2.0,49.14,336.0,84.0,252.0,0.25,1,2,1,0.5,0.0,0.5,Gold,3,US,PulseEats,54,992,0,0,0,0,0
M08267,2026-04-01,1,16,222,,4,1,3,4,4,74.0,238.24,43.76,238.24,59.56,113.84,0.667,0.312,478.0,0.0,478.0,0.0,0,3,1,0.25,0.25,0.5,Gold,3,AE,PulseHome,25,230,0,0,0,0,0
M08305,2026-04-01,1,185,706,,4,0,0,2,2,235.3,263.66,,65.03,65.91,152.97,1.0,1.0,527.0,0.0,527.0,0.0,0,2,1,0.5,0.5,0.0,Silver,2,IN,PulseHome,52,1034,0,0,0,0,0
M08327,2026-04-01,1,120,912,,3,0,1,1,1,456.0,227.4,,93.02,75.8,93.48,0.5,0.011,523.0,0.0,523.0,0.0,0,1,1,1.0,0.0,0.0,Gold,3,AE,PulseMart,26,1318,0,0,0,0,0
M08330,2026-04-01,1,139,161,,2,0,2,2,2,161.0,136.44,,136.44,68.22,71.38,0.333,0.007,314.0,0.0,314.0,0.0,0,2,1,0.5,0.5,0.0,Bronze,1,IN,PulseMart,43,211,0,0,0,0,0
M08348,2026-04-01,1,6,884,6,7,1,1,1,1,147.3,497.76,57.88,57.88,71.11,154.66,2.0,58.88,1008.0,274.0,734.0,0.2718,1,3,2,0.429,0.286,0.286,Silver,2,SG,PulseHome,36,1502,0,0,0,0,0
M08408,2026-04-01,1,360,1314,820,7,0,0,1,1,219.0,566.42,,36.16,80.92,230.7,1.0,1.0,1302.0,100.0,1202.0,0.0768,1,3,1,0.429,0.143,0.429,Silver,2,IN,PulseMart,34,1349,0,0,1,0,0
M08413,2026-04-01,1,162,858,,3,0,1,2,2,429.0,164.95,,84.15,54.98,80.8,0.5,0.026,380.0,0.0,380.0,0.0,0,2,1,0.667,0.0,0.333,Silver,2,IN,PulseMart,35,911,0,0,0,0,0
M08460,2026-04-01,1,69,949,713,5,1,1,2,2,237.3,246.3,34.54,60.68,49.26,91.98,2.0,35.54,566.0,50.0,516.0,0.0883,1,2,1,0.6,0.4,0.0,Silver,2,US,PulseMart,21,1063,0,0,0,0,0
M08476,2026-04-01,1,288,1222,965,6,0,0,1,1,244.4,495.32,,76.59,82.55,158.01,1.0,1.0,937.0,158.0,779.0,0.1686,1,2,2,0.0,0.833,0.167,Platinum,4,AE,PulseEats,31,1594,0,0,0,0,0
M08606,2026-04-01,1,52,372,97,6,2,3,5,4,74.4,384.61,165.17,323.58,64.1,91.31,1.5,2.79,867.0,100.0,767.0,0.1153,1,3,2,0.333,0.333,0.333,Gold,3,IN,PulseMart,59,627,0,0,0,0,0
M08611,2026-04-01,1,8,1136,,4,1,1,1,1,378.7,176.63,21.77,21.77,44.16,59.16,2.0,22.77,341.0,0.0,341.0,0.0,0,2,2,0.5,0.5,0.0,Bronze,1,IN,PulseEats,56,1201,0,0,0,0,0
M08612,2026-04-01,1,258,1124,,3,0,0,1,1,562.0,213.29,,105.08,71.1,105.08,1.0,1.0,491.0,0.0,491.0,0.0,0,2,1,0.333,0.0,0.667,Silver,2,IN,PulseMart,44,,1,0,0,0,0
M08657,2026-04-01,1,33,376,,2,1,1,1,1,376.0,120.75,76.7,76.7,60.38,76.7,2.0,77.7,211.0,0.0,211.0,0.0,0,1,1,0.0,0.0,1.0,Bronze,1,US,PulseEats,21,921,0,0,0,0,0
M08676,2026-04-01,1,123,245,,2,0,1,2,2,245.0,270.34,,270.34,135.17,238.03,0.5,0.004,541.0,0.0,541.0,0.0,0,2,1,0.5,0.0,0.5,Bronze,1,IN,PulseHome,50,702,0,0,0,0,0
M08679,2026-04-01,1,80,767,,5,1,2,3,3,191.8,437.95,88.94,268.21,87.59,148.19,1.0,0.603,1007.0,0.0,1007.0,0.0,0,3,1,0.6,0.2,0.2,Silver,2,IN,PulseMart,22,1067,0,0,0,0,0
M08708,2026-04-01,1,0,1404,,8,1,1,1,1,200.6,700.81,79.19,79.19,87.6,181.39,2.0,80.19,1590.0,0.0,1590.0,0.0,0,3,2,0.25,0.375,0.375,Bronze,1,IN,PulseMart,40,1495,0,0,1,1,0
M08723,2026-04-01,1,51,224,51,4,1,3,4,4,74.7,323.65,129.65,323.65,80.91,129.65,0.667,0.815,566.0,200.0,366.0,0.3534,1,2,1,0.75,0.25,0.0,Bronze,1,IN,PulseEats,50,,1,0,0,0,0
M08730,2026-04-01,1,49,1293,207,5,1,1,2,2,323.3,416.48,49.23,93.95,83.3,155.41,2.0,50.23,749.0,128.0,621.0,0.1709,1,2,2,0.4,0.6,0.0,Silver,2,US,PulseEats,23,1448,0,0,0,0,0
M08783,2026-04-01,1,78,1197,,3,1,1,1,1,598.5,270.95,132.62,132.62,90.32,132.62,2.0,133.62,541.0,0.0,541.0,0.0,0,2,1,0.667,0.0,0.333,Silver,2,GB,PulseHome,46,1240,0,0,0,0,0
M08796,2026-04-01,1,330,539,431,3,0,0,1,1,269.5,229.16,,81.13,76.39,81.13,1.0,1.0,527.0,100.0,427.0,0.1898,1,2,1,0.333,0.0,0.667,Bronze,1,AE,PulseMart,37,712,0,0,0,0,0
M08947,2026-04-01,1,118,1556,,4,0,1,2,2,518.7,234.83,,147.38,58.71,77.27,0.5,0.013,470.0,0.0,470.0,0.0,0,2,1,0.5,0.5,0.0,Bronze,1,US,PulseHome,23,1558,0,0,0,0,0
M08979,2026-04-01,1,272,574,,2,0,0,1,1,574.0,95.58,,68.76,47.79,68.76,1.0,1.0,192.0,0.0,192.0,0.0,0,2,1,0.5,0.5,0.0,Platinum,4,SG,PulseHome,23,1440,0,0,0,0,0
M09008,2026-04-01,1,254,1115,511,8,0,0,1,1,159.3,463.86,,29.27,57.98,99.13,1.0,1.0,1029.0,103.0,926.0,0.1001,1,3,3,0.375,0.375,0.25,Bronze,1,IN,PulseMart,56,1789,0,0,0,0,0
M09014,2026-04-01,1,78,429,,3,1,1,2,2,214.5,171.75,22.77,69.94,57.25,101.81,2.0,23.77,394.0,0.0,394.0,0.0,0,2,1,0.667,0.0,0.333,Gold,3,US,PulseMart,20,771,0,0,0,0,0
M09067,2026-04-01,1,57,695,,3,1,1,2,2,347.5,186.09,77.76,153.13,62.03,77.76,2.0,78.76,428.0,0.0,428.0,0.0,0,2,1,0.0,0.667,0.333,Gold,3,US,PulseMart,52,793,0,0,0,0,0
M09116,2026-04-01,1,41,233,233,5,3,3,5,2,58.3,425.35,280.29,425.35,85.07,117.85,4.0,281.29,743.0,136.0,607.0,0.183,1,3,1,0.4,0.4,0.2,Silver,2,AE,PulseEats,38,259,0,0,1,0,0
M09141,2026-04-01,1,81,710,246,6,1,1,2,2,142.0,340.56,30.27,94.32,56.76,73.59,2.0,31.27,748.0,312.0,436.0,0.4171,1,2,2,0.0,0.833,0.167,Silver,2,IN,PulseMart,50,754,0,0,0,0,0
M09249,2026-04-01,1,81,897,81,5,1,2,2,2,224.3,266.89,81.25,116.41,53.38,81.25,1.0,2.275,490.0,100.0,390.0,0.2041,1,3,2,0.4,0.4,0.2,Platinum,4,IN,PulseEats,31,1064,0,0,0,0,0
M09270,2026-04-01,1,147,769,,4,0,2,3,3,256.3,382.83,,242.11,95.71,140.72,0.333,0.005,670.0,0.0,670.0,0.0,0,3,1,0.25,0.5,0.25,Platinum,4,US,PulseEats,23,1785,0,0,0,0,0
M09283,2026-04-01,1,70,104,,2,1,2,2,2,104.0,171.83,117.05,171.83,85.92,117.05,1.0,2.116,395.0,0.0,395.0,0.0,0,1,1,0.0,1.0,0.0,Bronze,1,IN,PulseMart,56,365,0,0,0,0,0
M09305,2026-04-01,1,137,988,988,4,0,1,1,1,329.3,437.7,,41.36,109.43,209.93,0.5,0.024,1007.0,200.0,807.0,0.1986,1,3,1,0.25,0.25,0.5,Bronze,1,US,PulseMart,45,1014,0,0,0,0,0
M09366,2026-04-01,1,17,557,526,7,1,1,2,2,92.8,431.43,145.7,192.09,61.63,145.7,2.0,146.7,787.0,70.0,717.0,0.0889,1,2,2,0.0,0.714,0.286,Platinum,4,GB,PulseHome,31,745,0,0,0,0,0
M09397,2026-04-01,1,321,1414,1414,3,0,0,1,1,707.0,117.11,,22.05,39.04,53.95,1.0,1.0,270.0,124.0,146.0,0.4593,1,2,1,0.333,0.0,0.667,Silver,2,US,PulseMart,43,1494,0,0,0,0,0
M09401,2026-04-01,1,0,1084,356,8,3,4,5,5,154.9,417.74,167.32,279.26,52.22,77.46,2.0,3.692,762.0,118.0,644.0,0.1549,1,3,3,0.375,0.375,0.25,Bronze,1,US,PulseEats,23,1523,0,0,0,0,0
M09441,2026-04-01,1,101,832,,3,0,1,1,1,416.0,138.93,,57.65,46.31,57.65,0.5,0.017,254.0,0.0,254.0,0.0,0,2,2,0.333,0.667,0.0,Gold,3,GB,PulseEats,47,1031,0,0,0,0,0
M09488,2026-04-01,1,264,287,287,2,0,0,2,2,287.0,94.49,,94.49,47.25,64.0,1.0,1.0,189.0,61.0,128.0,0.3228,1,2,1,0.0,0.5,0.5,Bronze,1,IN,PulseHome,29,1757,0,0,0,0,0
M09533,2026-04-01,1,103,1438,,2,0,1,1,1,1438.0,94.04,,20.69,47.02,73.35,0.5,0.046,217.0,0.0,217.0,0.0,0,2,1,0.5,0.5,0.0,Bronze,1,SG,PulseMart,20,1809,0,0,0,0,0
M09559,2026-04-01,1,32,133,133,3,1,3,3,3,66.5,105.63,50.65,105.63,35.21,50.65,0.667,0.923,199.0,58.0,141.0,0.2915,1,2,2,0.667,0.333,0.0,Bronze,1,SG,PulseEats,28,207,0,0,0,0,0
M09567,2026-04-01,1,65,942,389,7,1,1,2,2,157.0,439.16,48.45,95.81,62.74,111.44,2.0,49.45,880.0,150.0,730.0,0.1705,1,3,1,0.429,0.143,0.429,Platinum,4,AE,PulseHome,44,1065,0,0,0,0,0
M09579,2026-04-01,1,6,6,6,1,1,1,1,1,,26.47,26.47,26.47,26.47,26.47,2.0,27.47,53.0,53.0,0.0,1.0,1,1,1,0.0,0.0,1.0,Bronze,1,US,PulseHome,59,84,0,0,0,0,0
M09608,2026-04-01,1,34,783,,4,1,2,2,2,261.0,164.76,27.49,106.82,41.19,79.33,1.0,0.355,304.0,0.0,304.0,0.0,0,2,2,0.0,0.5,0.5,Silver,2,US,PulseEats,45,902,0,0,0,0,0
M09697,2026-04-01,1,46,416,396,6,1,2,4,3,83.2,297.91,32.98,166.56,49.65,84.34,1.0,0.425,521.0,82.0,439.0,0.1574,1,2,1,0.0,0.5,0.5,Silver,2,IN,PulseEats,45,632,0,0,0,0,0
M09725,2026-04-01,1,61,446,123,3,1,2,2,2,223.0,144.04,32.66,101.52,48.01,68.86,1.0,0.482,331.0,150.0,181.0,0.4532,1,2,1,0.0,0.667,0.333,Bronze,1,AE,PulseMart,61,693,0,0,0,0,0
M09726,2026-04-01,1,75,353,75,5,1,3,5,5,88.3,212.36,26.94,212.36,42.47,67.8,0.667,0.277,408.0,114.0,294.0,0.2794,1,2,2,0.0,0.8,0.2,Bronze,1,US,PulseHome,55,996,0,0,0,0,0
M09748,2026-04-01,1,260,260,,1,0,0,1,1,,54.02,,54.02,54.02,54.02,1.0,1.0,95.0,0.0,95.0,0.0,0,1,1,0.0,0.0,1.0,Platinum,4,US,PulseEats,31,790,0,0,0,0,0
M09785,2026-04-01,1,124,256,,7,0,3,7,4,42.7,605.77,,605.77,86.54,189.17,0.25,0.003,1206.0,0.0,1206.0,0.0,0,3,3,0.429,0.143,0.429,Silver,2,GB,PulseHome,39,291,0,0,0,0,0
M09830,2026-04-01,1,154,1172,154,6,0,1,4,4,234.4,368.68,,299.46,61.45,90.69,0.5,0.011,738.0,295.0,443.0,0.3997,1,3,1,0.167,0.5,0.333,Bronze,1,AE,PulseHome,48,1207,0,0,0,0,0
M09909,2026-04-01,1,104,1730,1443,5,0,1,1,1,432.5,295.22,,24.58,59.04,109.82,0.5,0.039,591.0,50.0,541.0,0.0846,1,2,1,0.0,0.2,0.8,Bronze,1,US,PulseHome,25,1856,0,0,0,0,0
M09975,2026-04-01,1,134,1216,,5,0,1,1,1,304.0,279.11,,23.22,55.82,116.6,0.5,0.041,501.0,0.0,501.0,0.0,0,2,2,0.6,0.0,0.4,Bronze,1,SG,PulseEats,57,1544,0,0,0,0,0
M09986,2026-04-01,1,43,537,43,2,1,1,1,1,537.0,94.03,48.38,48.38,47.02,48.38,2.0,49.38,177.0,50.0,127.0,0.2825,1,1,2,0.0,0.0,1.0,Gold,3,IN,PulseEats,24,1534,0,0,0,0,0
M09989,2026-04-01,1,35,298,,7,1,2,7,4,49.7,382.95,45.62,382.95,54.71,88.1,1.0,0.523,701.0,0.0,701.0,0.0,0,3,2,0.429,0.286,0.286,Silver,2,US,PulseEats,59,380,0,0,0,0,0
M10001,2026-04-01,1,125,1242,531,6,0,1,1,1,248.4,469.36,,168.37,78.23,168.37,0.5,0.006,822.0,158.0,664.0,0.1922,1,3,1,0.167,0.167,0.667,Gold,3,SG,PulseEats,21,1263,0,0,0,0,0
M10032,2026-04-01,1,164,852,,6,0,1,1,1,170.4,226.31,,70.33,37.72,70.33,0.5,0.014,451.0,0.0,451.0,0.0,0,3,2,0.333,0.333,0.333,Bronze,1,US,PulseHome,61,853,0,0,0,0,0
M10041,2026-04-01,1,130,246,,3,0,1,3,3,123.0,111.4,,111.4,37.13,48.46,0.5,0.028,214.0,0.0,214.0,0.0,0,2,2,0.0,0.333,0.667,Bronze,1,US,PulseEats,45,298,0,0,0,0,0
M10064,2026-04-01,1,142,996,142,6,0,1,2,2,199.2,387.96,,168.76,64.66,103.46,0.5,0.015,736.0,50.0,686.0,0.0679,1,3,2,0.5,0.333,0.167,Gold,3,US,PulseEats,45,1100,0,0,0,0,0
M10119,2026-04-01,1,23,852,537,6,1,1,2,2,170.4,741.35,197.94,315.37,123.56,283.21,2.0,198.94,1482.0,100.0,1382.0,0.0675,1,3,1,0.333,0.5,0.167,Bronze,1,IN,PulseHome,55,936,0,0,0,0,0
M10226,2026-04-01,1,127,849,,3,0,1,1,1,424.5,192.95,,17.24,64.32,106.81,0.5,0.055,338.0,0.0,338.0,0.0,0,3,1,0.333,0.333,0.333,Platinum,4,US,PulseEats,23,1223,0,0,0,0,0
M10283,2026-04-01,1,314,756,,3,0,0,1,1,378.0,92.72,,24.75,30.91,39.38,1.0,1.0,214.0,0.0,214.0,0.0,0,1,1,0.0,1.0,0.0,Silver,2,GB,PulseMart,39,863,0,0,0,0,0
M10290,2026-04-01,1,312,922,,4,0,0,1,1,307.3,290.15,,71.58,72.54,87.75,1.0,1.0,668.0,0.0,668.0,0.0,0,3,1,0.25,0.25,0.5,Bronze,1,IN,PulseMart,34,1202,0,0,0,0,0
M10305,2026-04-01,1,55,300,55,3,1,1,3,3,150.0,107.25,60.12,107.25,35.75,60.12,2.0,61.12,188.0,151.0,37.0,0.8032,1,2,1,0.0,0.333,0.667,Silver,2,IN,PulseEats,20,374,0,0,1,0,0
M10330,2026-04-01,1,294,492,,2,0,0,1,1,492.0,146.88,,103.9,73.44,103.9,1.0,1.0,257.0,0.0,257.0,0.0,0,2,1,0.5,0.0,0.5,Platinum,4,IN,PulseEats,33,611,0,0,0,0,0
M10341,2026-04-01,1,12,34,,3,3,3,3,2,17.0,162.98,162.98,162.98,54.33,107.13,4.0,163.98,285.0,0.0,285.0,0.0,0,2,1,0.0,0.333,0.667,Bronze,1,US,PulseEats,34,977,0,0,0,1,0
