transaction_id,member_id,transaction_date,amount,points_earned,points_redeemed,channel,brand,transaction_type
T127113,M28717,2026-05-22 19:50:17,32.72,75.0,0,in_store,PulseMart,purchase
T127114,M28717,2026-06-09 18:38:27,95.5,191.0,50,online,PulseHome,purchase
T127115,M28718,2023-10-05 22:12:48,27.71,55.0,0,in_store,PulseHome,purchase
T127116,M28718,2024-06-13 00:24:06,83.43,167.0,0,app,PulseHome,purchase
T127117,M28718,2026-06-21 07:36:17,27.69,55.0,0,online,PulseHome,purchase
T127118,M28718,2024-04-09 20:01:47,67.92,136.0,100,app,PulseHome,purchase
T127119,M28718,2024-11-07 23:34:45,55.58,111.0,0,app,PulseHome,purchase
T127120,M28719,2024-02-22 21:28:28,301.63,528.0,0,app,PulseEats,purchase
T127121,M28719,2025-02-13 16:34:34,36.66,64.0,0,app,PulseEats,purchase
T127122,M28719,2025-01-14 12:37:43,70.27,123.0,0,app,PulseEats,purchase
T127123,M28719,2023-10-26 22:41:35,71.51,125.0,50,app,PulseEats,purchase
T127124,M28719,2025-04-19 01:13:38,70.72,124.0,0,in_store,PulseEats,purchase
T127125,M28720,2024-09-27 16:56:11,187.39,375.0,0,online,PulseHome,purchase
T127126,M28720,2026-03-11 02:21:10,90.75,182.0,0,in_store,PulseHome,purchase
T127127,M28720,2026-02-26 13:43:17,68.49,137.0,0,in_store,PulseHome,purchase
T127128,M28720,2024-11-03 11:14:40,89.74,179.0,0,app,PulseHome,purchase
T127129,M28720,2025-08-10 17:16:39,166.57,333.0,0,online,PulseHome,purchase
T127130,M28720,2025-11-08 07:00:34,49.69,99.0,0,in_store,PulseHome,purchase
T127131,M28721,2022-01-28 07:12:17,156.31,274.0,0,online,PulseEats,purchase
T127132,M28721,2022-01-19 01:42:45,21.08,37.0,0,in_store,PulseEats,purchase
T127133,M28721,2026-04-08 20:20:27,62.1,109.0,0,online,PulseEats,purchase
T127134,M28721,2021-12-11 20:28:43,85.61,150.0,150,in_store,PulseEats,purchase
T127135,M28721,2026-03-08 09:13:06,56.01,98.0,0,in_store,PulseEats,purchase
T127136,M28721,2022-05-15 20:06:25,136.84,239.0,0,online,PulseEats,purchase
T127137,M28722,2024-06-22 08:45:46,50.61,101.0,0,in_store,PulseHome,purchase
T127138,M28722,2024-09-02 01:37:37,103.38,207.0,0,app,PulseHome,purchase
T127139,M28722,2026-05-03 02:48:21,79.7,159.0,0,app,PulseHome,purchase
T127140,M28722,2024-07-31 23:57:02,59.04,118.0,0,app,PulseHome,purchase
T127141,M28722,2024-06-26 23:17:24,126.39,253.0,0,online,PulseHome,purchase
T127142,M28722,2026-05-28 00:31:29,43.73,87.0,0,online,PulseHome,purchase
T127143,M28723,2026-05-13 09:04:21,40.28,81.0,0,app,PulseHome,purchase
T127144,M28724,2024-06-24 00:18:45,141.06,324.0,0,in_store,PulseMart,purchase
T127145,M28724,2026-01-16 09:52:20,194.57,448.0,200,app,PulseMart,purchase
T127146,M28724,2025-06-27 12:48:52,22.57,52.0,0,online,PulseMart,purchase
T127147,M28724,2026-01-23 02:41:39,72.75,167.0,0,online,PulseMart,purchase
T127148,M28724,2025-04-29 14:29:36,12.43,29.0,0,online,PulseMart,purchase
T127149,M28725,2026-03-21 14:38:13,106.25,212.0,0,app,PulseHome,purchase
T127150,M28725,2024-03-05 07:21:05,63.96,128.0,0,in_store,PulseHome,purchase
T127151,M28725,2025-09-21 22:52:56,40.32,81.0,0,app,PulseHome,purchase
T127152,M28725,2024-11-26 21:12:32,47.72,95.0,0,app,PulseHome,purchase
T127153,M28726,2025-07-21 15:39:42,27.78,49.0,0,online,PulseEats,purchase
T127154,M28726,2024-10-05 07:10:27,23.55,54.0,0,in_store,PulseMart,purchase
T127155,M28726,2025-01-07 02:56:31,36.36,84.0,84,online,PulseMart,purchase
T127156,M28726,2026-05-16 21:53:47,103.58,181.0,0,online,PulseEats,purchase
T127157,M28726,2025-06-04 09:35:03,24.28,42.0,0,in_store,PulseEats,purchase
T127158,M28726,2026-05-07 00:49:28,74.59,172.0,0,in_store,PulseMart,purchase
T127159,M28726,2026-01-08 10:13:01,32.68,75.0,0,online,PulseMart,purchase
T127160,M28726,2025-09-06 16:32:16,49.79,115.0,0,in_store,PulseMart,purchase
T127161,M28726,2024-11-18 02:34:59,81.12,187.0,0,app,PulseMart,purchase
T127162,M28726,2026-02-18 14:22:13,75.86,174.0,0,online,PulseMart,purchase
T127163,M28727,2024-11-09 15:47:21,35.96,72.0,0,app,PulseHome,purchase
T127164,M28727,2024-09-09 09:59:07,80.16,160.0,0,online,PulseHome,purchase
T127165,M28727,2025-04-07 17:38:38,34.43,69.0,0,in_store,PulseHome,purchase
T127166,M28727,2026-03-23 07:04:35,21.81,44.0,44,app,PulseHome,purchase
T127167,M28727,2024-05-08 16:46:16,32.08,64.0,0,app,PulseHome,purchase
T127168,M28727,2024-06-04 17:04:25,53.44,94.0,0,app,PulseEats,purchase
T127169,M28727,2024-11-24 21:38:52,31.29,63.0,0,in_store,PulseHome,purchase
T127170,M28728,2023-02-06 11:47:53,63.96,112.0,0,app,PulseEats,purchase
T127171,M28728,2024-05-05 04:16:13,50.82,89.0,0,online,PulseEats,purchase
T127172,M28728,2025-03-09 11:30:50,50.33,88.0,0,app,PulseEats,purchase
T127173,M28728,2023-02-13 13:52:10,85.08,149.0,0,online,PulseEats,purchase
T127174,M28728,2024-05-07 12:36:28,56.88,100.0,100,online,PulseEats,purchase
T127175,M28728,2025-11-13 10:16:50,41.29,72.0,0,app,PulseEats,purchase
T127176,M28728,2025-10-06 21:00:12,28.05,49.0,0,online,PulseEats,purchase
T127177,M28729,2025-04-23 15:49:13,69.27,121.0,0,online,PulseEats,purchase
T127178,M28730,2024-12-08 01:31:42,23.48,54.0,0,in_store,PulseMart,purchase
T127179,M28730,2025-12-14 17:21:36,36.34,73.0,0,in_store,PulseHome,purchase
T127180,M28730,2024-05-02 16:39:27,45.52,91.0,0,online,PulseHome,purchase
T127181,M28730,2025-08-15 08:38:29,42.91,86.0,0,in_store,PulseHome,purchase
T127182,M28730,2025-02-21 06:18:47,67.98,136.0,0,online,PulseHome,purchase
T127183,M28730,2024-03-20,63.73,127.0,0,online,PulseHome,purchase
T127184,M28730,2023-09-20 09:00:14,47.35,95.0,0,app,PulseHome,purchase
T127185,M28730,2026-06-16 18:58:27,105.03,210.0,0,app,PulseHome,purchase
T127186,M28731,2025-05-24 00:06:46,75.58,174.0,0,online,PulseMart,purchase
T127187,M28731,2025-01-16 05:12:40,92.23,212.0,0,online,PulseMart,purchase
T127188,M28731,2024-10-12 01:35:49,29.54,68.0,0,app,PulseMart,purchase
T127189,M28731,2025-03-16 22:31:09,42.39,97.0,0,in_store,PulseMart,purchase
T127190,M28731,2025-09-27 05:00:50,57.15,114.0,0,app,PulseHome,purchase
T127191,M28732,2023-10-28 17:04:36,44.81,90.0,50,in_store,PulseHome,purchase
T127192,M28732,2024-11-16 00:37:10,46.9,94.0,0,in_store,PulseHome,purchase
T127193,M28733,2024-10-12 13:13:52,-100.75,232.0,0,app,PulseMart,purchase
T127194,M28733,2026-05-11 20:18:16,45.26,104.0,0,in_store,PulseMart,purchase
T127195,M28733,2024-02-15 05:04:02,102.47,236.0,0,app,PulseMart,purchase
T127196,M28733,2023-08-23 11:56:13,30.08,69.0,0,app,PulseMart,purchase
T127197,M28734,2026-04-22 00:32:46,72.52,127.0,0,online,PulseEats,purchase
T127198,M28734,2026-02-10 10:41:01,124.2,217.0,0,in_store,PulseEats,purchase
T127199,M28734,2026-05-14 04:36:38,57.07,114.0,0,in_store,PulseHome,purchase
T127200,M28735,2026-03-30 12:32:41,27.7,64.0,0,online,PulseMart,purchase
T127201,M28735,2026-05-21 03:17:49,29.81,60.0,0,app,PulseHome,purchase
T127202,M28735,2026-05-12 01:43:25,79.97,184.0,0,app,PulseMart,purchase
T127203,M28735,2026-02-21 14:20:23,90.19,207.0,0,in_store,PulseMart,purchase
T127204,M28735,2026-04-30 22:10:56,75.55,174.0,0,online,PulseMart,purchase
T127205,M28735,2026-04-18 11:29:39,49.26,113.0,0,in_store,PulseMart,purchase
T127206,M28736,2026-01-28 11:38:49,29.97,60.0,0,in_store,PulseHome,purchase
T127207,M28736,2025-07-30 10:55:18,65.24,130.0,0,online,PulseHome,purchase
T127208,M28736,2026-02-19 05:25:15,53.6,107.0,0,in_store,PulseHome,purchase
T127209,M28737,2026-06-04 21:35:54,47.89,96.0,0,online,PulseHome,purchase
T127210,M28737,2026-06-08 17:48:02,148.8,298.0,0,in_store,PulseHome,purchase
T127211,M28737,2026-04-11 01:48:10,61.9,124.0,0,in_store,PulseHome,purchase
T127212,M28737,2026-05-27 20:38:21,42.54,85.0,0,app,PulseHome,purchase
T127213,M28737,2026-06-07 08:10:57,15.41,31.0,0,app,PulseHome,purchase
T127214,M28737,2026-06-30 11:57:17,104.57,209.0,0,online,PulseHome,purchase
T127215,M28737,2026-04-14 08:42:01,39.07,78.0,78,online,PulseHome,purchase
T127216,M28738,2026-04-29 21:01:34,162.56,284.0,0,app,PulseEats,purchase
T127217,M28738,2025-06-28 09:07:47,24.4,43.0,0,online,PulseEats,purchase
T127218,M28738,2025-05-13 15:52:39,59.6,119.0,0,online,PulseHome,purchase
T127219,M28738,2024-11-11 08:16:33,62.63,110.0,0,online,PulseEats,purchase
T127220,M28739,2026-02-27 09:38:26,54.94,96.0,0,in_store,PulseEats,purchase
T127221,M28739,2025-11-15 20:31:20,79.64,139.0,0,in_store,PulseEats,purchase
T127222,M28739,2026-05-04 18:00:10,15.26,27.0,27,app,PulseEats,purchase
T127223,M28739,2026-05-16 18:43:45,-41.96,73.0,0,app,PulseEats,purchase
T127224,M28739,2026-06-29 13:20:56,45.65,105.0,0,in_store,PulseMart,purchase
T127225,M28739,2026-02-04 22:47:39,61.19,107.0,0,online,PulseEats,purchase
T127226,M28740,2025-02-06 23:15:50,27.26,55.0,0,online,PulseHome,purchase
T127227,M28740,2025-07-01 05:29:24,58.29,117.0,0,in_store,PulseHome,purchase
T127228,M28740,2025-10-13 09:36:17,149.4,299.0,0,in_store,PulseHome,purchase
T127229,M28740,2025-02-11 03:20:31,125.64,251.0,0,app,PulseHome,purchase
T127230,M28740,2025-11-09 16:24:24,25.04,50.0,0,in_store,PulseHome,purchase
T127231,M28741,2024-01-08 14:57:51,76.43,153.0,0,app,PulseHome,purchase
T127232,M28741,2025-02-14 23:30:00,169.31,339.0,0,in_store,PulseHome,purchase
T127233,M28741,2024-12-02 03:12:52,78.36,157.0,0,in_store,PulseHome,purchase
T127234,M28741,2025-03-03 12:25:25,29.62,59.0,0,online,PulseHome,purchase
T127235,M28742,2026-03-24 03:45:09,137.95,317.0,0,app,PulseMart,purchase
T127236,M28742,2026-05-17 07:47:07,55.91,129.0,0,in_store,PulseMart,purchase
T127237,M28743,2022-03-18 08:28:40,32.46,65.0,0,app,PulseHome,purchase
T127238,M28743,2023-03-27 20:57:51,16.74,33.0,0,app,PulseHome,purchase
T127239,M28743,2022-04-22 09:19:58,20.05,40.0,0,online,PulseHome,purchase
T127240,M28743,2022-09-30 21:56:47,56.66,113.0,113,app,PulseHome,purchase
T127241,M28744,2022-01-29 17:20:32,104.49,183.0,0,app,PulseEats,purchase
T127242,M28745,2026-04-12 23:11:45,54.95,126.0,0,online,PulseMart,purchase
T127243,M28745,2026-04-08 06:03:40,51.53,119.0,0,app,PulseMart,purchase
T127244,M28745,2026-06-18 02:43:34,115.29,202.0,0,in_store,PulseEats,purchase
T127245,M28745,2026-02-14 05:25:24,20.4,41.0,0,online,PulseHome,purchase
T127246,M28746,2025-03-07 12:07:01,99.09,228.0,0,in_store,PulseMart,purchase
T127247,M28746,2025-07-31 10:56:14,37.42,65.0,0,app,PulseEats,purchase
T127248,M28746,2026-04-16 03:11:49,53.47,94.0,0,app,PulseEats,purchase
T127249,M28746,2024-09-11 05:32:12,30.37,61.0,0,app,PulseHome,purchase
T127250,M28746,2024-07-04 10:11:29,75.18,132.0,0,in_store,PulseEats,purchase
T127251,M28747,2025-08-22 13:18:31,62.98,126.0,0,in_store,PulseHome,purchase
T127252,M28747,2022-09-21 08:46:23,39.71,79.0,0,app,PulseHome,purchase
T127253,M28747,2024-12-06 20:08:32,27.25,54.0,0,online,PulseHome,purchase
T127254,M28747,2024-03-23 20:15:38,130.65,261.0,0,online,PulseHome,purchase
T127255,M28748,2023-05-16 11:00:13,37.7,75.0,0,online,PulseHome,purchase
T127256,M28748,2022-03-03 05:23:48,27.58,55.0,0,online,PulseHome,purchase
T127257,M28748,2023-09-10 16:00:31,53.48,123.0,0,online,PulseMart,purchase
T127258,M28748,2023-06-19 16:05:10,31.25,55.0,0,online,PulseEats,purchase
T127259,M28749,2024-02-07 11:01:36,74.45,171.0,0,in_store,PulseMart,purchase
T127260,M28749,2021-11-19 01:02:30,36.36,84.0,84,in_store,PulseMart,purchase
T127261,M28749,2024-05-08 10:07:49,51.17,118.0,0,online,PulseMart,purchase
T127262,M28749,2024-06-11 20:40:47,59.43,137.0,0,online,PulseMart,purchase
T127263,M28750,2024-10-19 13:47:27,26.44,46.0,0,online,PulseEats,purchase
T127264,M28750,2024-10-18 19:28:47,23.37,54.0,0,app,PulseMart,purchase
T127265,M28750,2025-07-29 18:37:59,21.69,50.0,0,online,PulseMart,purchase
T127266,M28750,2025-10-20 13:07:55,34.03,78.0,0,in_store,PulseMart,purchase
T127267,M28750,2024-10-30 04:17:35,17.02,39.0,0,in_store,PulseMart,purchase
T127268,M28750,2024-12-14 02:34:15,54.43,125.0,0,in_store,PulseMart,purchase
T127269,M28751,2024-01-21 01:21:24,69.21,138.0,0,in_store,PulseHome,purchase
T127270,M28751,2023-12-29 21:37:26,41.03,82.0,50,online,PulseHome,purchase
T127271,M28751,2023-10-22 18:12:03,40.51,81.0,0,in_store,PulseHome,purchase
T127272,M28751,2025-04-02 21:04:26,32.08,74.0,0,online,PulseMart,purchase
T127273,M28751,2026-06-19 22:11:15,33.09,66.0,0,online,PulseHome,purchase
T127274,M28751,2026-05-30 05:30:04,62.5,125.0,0,in_store,PulseHome,purchase
T127275,M28751,2023-05-05 19:34:49,139.04,278.0,0,in_store,PulseHome,purchase
T127276,M28752,2025-09-21 14:46:01,57.33,115.0,0,app,PulseHome,purchase
T127277,M28752,2024-06-07 01:07:06,37.05,65.0,0,app,PulseEats,purchase
T127278,M28753,2026-03-14 21:48:54,91.77,184.0,0,online,PulseHome,purchase
T127279,M28753,2025-02-10 20:44:35,76.58,153.0,0,online,PulseHome,purchase
T127280,M28753,2024-06-17 02:35:52,37.77,76.0,0,online,PulseHome,purchase
T127281,M28753,09/06/2022,68.47,137.0,100,online,PulseHome,purchase
T127282,M28753,2025-11-06 10:17:53,47.64,95.0,0,app,PulseHome,purchase
T127283,M28753,2025-04-08 12:28:13,41.8,84.0,0,in_store,PulseHome,purchase
T127284,M28753,2025-05-01 08:40:18,57.39,115.0,0,online,PulseHome,purchase
T127285,M28753,2025-12-28 23:23:15,47.32,109.0,0,app,PulseMart,purchase
T127286,M28754,2025-08-11 22:32:38,47.69,95.0,0,in_store,PulseHome,purchase
T127287,M28754,2022-11-02 02:46:03,111.24,222.0,0,online,PulseHome,purchase
T127288,M28755,2025-06-04 17:55:34,313.97,722.0,0,online,PulseMart,purchase
T127289,M28755,2024-03-05 02:54:46,93.66,215.0,0,online,PulseMart,purchase
T127290,M28755,2025-04-26 04:32:28,50.59,116.0,0,in_store,PulseMart,purchase
T127291,M28755,2026-01-02 23:42:03,29.76,68.0,0,app,PulseMart,purchase
T127292,M28755,2025-03-18 23:46:15,59.79,138.0,0,in_store,PulseMart,purchase
T127293,M28755,2024-12-19 10:28:07,88.98,205.0,0,in_store,PulseMart,purchase
T127294,M28755,2025-12-22 00:13:25,40.29,93.0,0,app,PulseMart,purchase
T127295,M28756,2025-06-08 04:37:06,51.14,89.0,0,online,PulseEats,purchase
T127296,M28756,2025-08-28 13:04:26,61.84,142.0,0,app,PulseMart,purchase
T127297,M28757,2026-03-27 09:24:12,142.01,327.0,0,in_store,PulseMart,purchase
T127298,M28757,2026-04-04 18:01:50,50.08,115.0,0,app,PulseMart,purchase
T127299,M28757,2026-03-09 06:27:19,24.41,43.0,0,in_store,PulseEats,purchase
T127300,M28757,2026-06-23 17:58:39,495.79,1140.0,0,in_store,PulseMart,purchase
T127301,M28758,2025-02-11 01:59:45,80.63,161.0,0,online,PulseHome,purchase
T127302,M28758,2026-01-13 01:47:03,59.13,103.0,0,app,PulseEats,purchase
T127303,M28758,2025-03-03 18:14:11,500.33,1001.0,0,app,PulseHome,purchase
T127304,M28758,2026-01-30 00:28:06,-49.41,99.0,0,app,PulseHome,purchase
T127305,M28758,2025-07-25 02:15:14,82.23,164.0,0,app,PulseHome,purchase
T127306,M28758,2026-02-13 20:31:42,99.41,199.0,0,online,PulseHome,purchase
T127307,M28759,2025-04-27 20:26:12,67.67,118.0,0,in_store,PulseEats,purchase
T127308,M28759,2026-04-18 08:14:38,48.76,85.0,85,app,PulseEats,purchase
T127309,M28759,2025-07-21 05:24:46,75.55,132.0,100,app,PulseEats,purchase
T127310,M28759,2026-02-04 20:39:36,83.68,146.0,0,app,PulseEats,purchase
T127311,M28759,2026-02-25 07:40:19,53.54,94.0,50,online,PulseEats,purchase
T127312,M28759,2025-06-16 22:01:31,45.6,80.0,0,app,PulseEats,purchase
T127313,M28760,09/14/2025,61.38,107.0,0,in_store,PulseEats,purchase
T127314,M28760,2026-06-16 08:08:23,55.6,97.0,0,app,PulseEats,purchase
T127315,M28760,2026-03-02 04:51:05,52.32,92.0,0,in_store,PulseEats,purchase
T127316,M28760,2025-12-20 05:18:48,44.84,78.0,0,online,PulseEats,purchase
T127317,M28761,2025-10-20 17:54:12,69.66,160.0,0,in_store,PulseMart,purchase
T127318,M28761,2025-07-11 15:00:32,47.23,109.0,0,in_store,PulseMart,purchase
T127319,M28762,2023-07-20 03:06:27,50.13,88.0,0,app,PulseEats,purchase
T127320,M28762,2026-02-27 06:08:19,11.58,20.0,20,in_store,PulseEats,purchase
T127321,M28762,2023-04-11 11:16:45,49.25,86.0,86,online,PulseEats,purchase
T127322,M28762,2024-03-25 11:13:13,44.92,79.0,0,online,PulseEats,purchase
T127323,M28762,2022-03-18 01:37:43,83.27,146.0,0,online,PulseEats,purchase
T127324,M28762,2025-11-27 06:52:16,18.02,32.0,0,in_store,PulseEats,purchase
T127325,M28762,2024-11-23 23:59:46,36.05,63.0,0,in_store,PulseEats,purchase
T127326,M28762,2024-11-16 20:00:13,54.1,95.0,0,online,PulseEats,purchase
T127327,M28763,2025-07-20 13:16:50,101.97,235.0,0,in_store,PulseMart,purchase
T127328,M28763,2026-02-16 13:48:43,75.22,173.0,0,online,PulseMart,purchase
T127329,M28763,2025-10-04 01:50:03,84.48,194.0,0,online,PulseMart,purchase
T127330,M28763,2026-05-29 01:33:25,74.92,172.0,0,app,PulseMart,purchase
T127331,M28763,2025-04-15 13:26:43,50.82,117.0,0,in_store,PulseMart,purchase
T127332,M28764,2022-11-02 17:26:09,67.29,155.0,0,online,PulseMart,purchase
T127333,M28764,2022-06-27 21:27:47,76.15,175.0,0,app,PulseMart,purchase
T127334,M28764,2024-05-08 16:50:23,50.69,117.0,0,in_store,PulseMart,purchase
T127335,M28765,2025-06-01 21:38:02,39.77,70.0,0,online,PulseEats,purchase
T127336,M28765,2025-09-28 22:43:43,113.07,260.0,50,app,PulseMart,purchase
T127337,M28765,2025-04-05 21:31:31,47.4,109.0,50,app,PulseMart,purchase
T127338,M28766,2023-02-13 12:50:21,59.08,136.0,0,online,PulseMart,purchase
T127339,M28766,2024-11-07 08:10:39,60.61,139.0,0,online,PulseMart,purchase
T127340,M28766,2024-03-27 14:01:35,71.12,164.0,0,online,PulseMart,purchase
T127341,M28766,2024-03-17 04:22:57,80.21,184.0,0,online,PulseMart,purchase
T127342,M28766,2023-09-03 22:45:41,24.98,57.0,0,in_store,PulseMart,purchase
T127343,M28767,2025-10-19 17:39:30,32.04,64.0,0,app,PulseHome,purchase
T127344,M28767,2025-11-26 07:19:46,84.91,170.0,0,online,PulseHome,purchase
T127345,M28768,2026-06-05 20:52:19,42.15,97.0,0,app,PulseMart,purchase
T127346,M28768,2026-05-22 02:27:47,117.14,269.0,0,app,PulseMart,purchase
T127347,M28768,2026-01-11 19:30:00,75.15,173.0,0,online,PulseMart,purchase
T127348,M28768,2025-11-13 15:32:59,69.54,160.0,0,app,PulseMart,purchase
T127349,M28769,2024-01-24 05:51:37,38.73,68.0,0,in_store,PulseEats,purchase
T127350,M28769,2025-11-10 09:36:12,6.29,14.0,0,app,PulseMart,purchase
T127351,M28769,2025-03-27 06:32:56,212.17,488.0,0,online,PulseMart,purchase
T127352,M28769,06/24/2023,37.09,85.0,0,online,PulseMart,purchase
T127353,M28769,2024-07-22 12:04:40,88.78,204.0,0,app,PulseMart,purchase
T127354,M28770,2026-05-31 05:54:15,39.76,80.0,0,online,PulseHome,purchase
T127355,M28770,2025-08-05 14:08:37,70.97,124.0,0,in_store,PulseEats,purchase
T127356,M28770,2025-09-13 04:10:58,38.63,68.0,50,online,PulseEats,purchase
T127357,M28770,2025-06-12 18:24:51,61.14,107.0,0,in_store,PulseEats,purchase
T127358,M28771,2026-06-25 10:39:48,51.7,119.0,0,in_store,PulseMart,purchase
T127359,M28771,2026-05-31 23:45:24,72.75,167.0,0,in_store,PulseMart,purchase
T127360,M28771,2026-01-04 12:34:46,21.41,49.0,0,in_store,PulseMart,purchase
T127361,M28771,2025-10-12 20:25:06,55.47,128.0,0,in_store,PulseMart,purchase
T127362,M28771,2026-06-07 19:48:35,75.73,174.0,0,app,PulseMart,purchase
T127363,M28771,2026-01-29 00:47:21,19.5,45.0,0,in_store,PulseMart,purchase
T127364,M28772,2025-05-21 03:24:11,221.72,388.0,0,online,PulseEats,purchase
T127365,M28773,2024-12-08 14:01:27,124.2,217.0,0,online,PulseEats,purchase
T127366,M28773,2024-11-05 16:37:29,38.12,67.0,0,in_store,PulseEats,purchase
T127367,M28774,2026-04-24 07:04:41,79.89,160.0,0,online,PulseHome,purchase
T127368,M28774,05/11/2026,107.28,215.0,0,online,PulseHome,purchase
T127369,M28774,2026-03-21 17:58:35,49.91,87.0,0,app,PulseEats,purchase
T127370,M28775,2026-04-19 07:22:12,83.42,146.0,0,app,PulseEats,purchase
T127371,M28775,2025-09-07 16:49:30,33.46,59.0,0,app,PulseEats,purchase
T127372,M28775,2026-05-27 15:10:29,84.85,195.0,0,online,PulseMart,purchase
T127373,M28775,2023-03-07 01:38:23,34.46,60.0,0,app,PulseEats,purchase
T127374,M28775,2026-01-10 16:09:18,95.87,168.0,0,app,PulseEats,purchase
T127375,M28776,2026-03-11 21:31:57,178.63,357.0,0,app,PulseHome,purchase
T127376,M28776,2023-05-30 15:33:35,66.13,152.0,0,online,PulseMart,purchase
T127377,M28776,2024-05-10 20:04:27,34.11,68.0,0,online,PulseHome,purchase
T127378,M28776,2025-06-26 14:57:07,147.77,296.0,0,in_store,PulseHome,purchase
T127379,M28776,2025-01-21 21:25:49,84.74,169.0,0,in_store,PulseHome,purchase
T127380,M28776,2026-01-14 06:19:16,47.89,96.0,0,in_store,PulseHome,purchase
T127381,M28777,2023-12-02 18:32:29,70.49,141.0,141,app,PulseHome,purchase
T127382,M28777,2025-01-18 15:38:34,95.13,219.0,0,in_store,PulseMart,purchase
T127383,M28777,2024-04-12 10:57:05,54.94,126.0,0,in_store,PulseMart,purchase
T127384,M28777,2025-07-09 07:34:26,78.41,180.0,0,app,PulseMart,purchase
T127385,M28778,2024-05-11 08:41:04,41.85,96.0,0,app,PulseMart,purchase
T127386,M28778,2026-01-18 05:51:30,60.05,138.0,0,in_store,PulseMart,purchase
T127387,M28778,2026-01-23 16:05:38,75.14,173.0,0,online,PulseMart,purchase
T127388,M28779,2024-02-19 05:14:56,67.57,135.0,0,in_store,PulseHome,purchase
T127389,M28779,2022-04-14 08:49:47,45.27,79.0,0,in_store,PulseEats,purchase
T127390,M28779,2021-11-29,67.6,118.0,50,online,PulseEats,purchase
T127391,M28779,2026-02-11 01:06:54,31.08,54.0,0,in_store,PulseEats,purchase
T127392,M28779,2026-05-01 18:06:32,54.5,95.0,0,app,PulseEats,purchase
T127393,M28779,2025-11-21 21:23:33,162.9,285.0,0,in_store,PulseEats,purchase
T127394,M28780,2026-03-02 18:30:14,20.43,41.0,0,app,PulseHome,purchase
T127395,M28780,2024-10-29 08:03:25,22.71,45.0,0,in_store,PulseHome,purchase
T127396,M28780,2026-06-14 23:52:18,39.67,79.0,0,app,PulseHome,purchase
T127397,M28780,2024-07-23 15:17:41,109.79,,0,app,PulseHome,purchase
T127398,M28780,2025-08-14 23:07:29,40.91,82.0,0,online,PulseHome,purchase
T127399,M28780,2025-11-01 07:30:38,14.26,29.0,0,app,PulseHome,purchase
T127400,M28781,2026-05-18 06:42:43,29.9,69.0,0,in_store,PulseMart,purchase
T127401,M28781,2025-02-25 03:33:36,27.04,62.0,0,in_store,PulseMart,purchase
T127402,M28781,2026-05-03 04:08:56,29.65,68.0,50,app,PulseMart,purchase
T127403,M28781,2025-02-10 13:50:22,20.07,46.0,0,app,PulseMart,purchase
T127404,M28781,2026-04-03 05:18:24,92.14,212.0,0,app,PulseMart,purchase
T127405,M28781,2026-06-22 21:15:56,175.51,404.0,0,in_store,PulseMart,purchase
T127406,M28782,2023-09-29 09:31:19,17.24,34.0,0,online,PulseHome,purchase
T127407,M28782,2023-05-01 15:02:47,119.92,240.0,0,app,PulseHome,purchase
T127408,M28782,2023-04-29 03:11:23,90.86,182.0,0,online,PulseHome,purchase
T127410,M28783,2025-02-16 08:18:25,27.15,48.0,0,online,PulseEats,purchase
T127411,M28783,2026-05-14 23:50:23,95.54,167.0,0,online,PulseEats,purchase
T127412,M28783,2025-07-24 18:56:44,35.89,63.0,0,app,PulseEats,purchase
T127413,M28783,2026-03-26 09:49:19,28.05,49.0,0,online,PulseEats,purchase
T127414,M28783,2026-06-03 03:03:20,67.66,118.0,0,online,PulseEats,purchase
T127415,M28784,2025-02-10 22:03:07,51.73,91.0,0,app,PulseEats,purchase
T127416,M28784,2026-06-24 05:40:36,47.33,83.0,83,online,PulseEats,purchase
T127417,M28785,2025-03-08 04:12:18,55.7,128.0,0,app,PulseMart,purchase
T127418,M28785,2025-05-01 07:24:35,17.87,41.0,0,online,PulseMart,purchase
T127419,M28785,2023-01-01 08:18:17,159.57,367.0,0,online,PulseMart,purchase
T127420,M28785,2021-05-09 16:53:47,24.52,56.0,0,online,PulseMart,purchase
T127421,M28785,2026-05-15 07:30:48,37.99,76.0,0,in_store,PulseHome,purchase
T127422,M28786,2026-01-01 06:08:42,61.71,142.0,0,app,PulseMart,purchase
T127423,M28786,2025-11-26 15:56:08,49.04,113.0,0,online,PulseMart,purchase
T127424,M28786,2026-01-23 17:18:19,21.51,49.0,0,in_store,PulseMart,purchase
T127425,M28786,2025-05-16 03:31:02,61.33,141.0,0,in_store,PulseMart,purchase
T127426,M28786,2024-04-02 14:42:55,81.55,188.0,0,online,PulseMart,purchase
T127427,M28786,2024-05-19 00:50:13,61.5,141.0,100,online,PulseMart,purchase
T127428,M28787,2023-07-08 10:28:40,47.01,108.0,108,online,PulseMart,purchase
T127429,M28787,2026-03-31 21:05:24,62.91,126.0,50,app,PulseHome,purchase
T127430,M28787,2025-01-23 08:17:59,28.92,58.0,0,app,PulseHome,purchase
T127431,M28787,2024-12-14 07:22:57,42.77,86.0,0,online,PulseHome,purchase
T127432,M28787,2026-03-10 10:23:41,31.93,64.0,0,app,PulseHome,purchase
T127433,M28788,2023-09-15 19:01:35,176.86,310.0,100,in_store,PulseEats,purchase
